,0,1
26,"
[게임 속 IT] 핵전쟁 이후의 세계 <파 크라이: 뉴 던>, 핵 미사일에는 어떤 기술이 숨어 있을까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=5/1909?category=1067703
27,"
[반도체 용어 상식]EUV 노광기술이란?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=5/1906?category=1067703
28,"
자율주행차 속 블루칩, 차량용 메모리 반도체
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=5/1896?category=1067703
29,"
[반도체 특강] 반도체를 세탁하다, 세정공정
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=5/1883?category=1067703
30,"
[게임 속 IT] 레전드 호러게임의 귀환! <바이오하자드 RE: 2> 속 21년 세월을 뛰어넘은 반도체 기술
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=6/1875?category=1067703
31,"
[반도체 특강] 포토(Photo) 공정 下편 - 노광(Exposure)과 현상(Develope)
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=6/1873?category=1067703
32,"
[궁금한 반도체 WHY] 웨이퍼를 실어 나르는 자율주행 시스템, OHT
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=6/1867?category=1067703
33,"
[반도체 특강] 포토(Photo) 공정 上편 - 감광액(PR) 도포하기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=6/1859?category=1067703
34,"
[게임 속 IT] 앤썸(Anthem)의 슈퍼 솔져가 될 수 있는 강화 슈트, 언제쯤 가능할까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=6/1857?category=1067703
35,"
[궁금한 반도체 WHY] 낸드플래시 메모리의 데이터 저장방식, 어떻게 다를까? SLC/MLC/TLC/QLC
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=6/1852?category=1067703
36,"
[반도체 용어 상식] 4D 낸드플래시 이해 - CTF, PUC란?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=7/1846?category=1067703
37,"
[반도체 특강] 빛과 돌로 만드는 반도체, 포토-리소그래피 (Photo-Lithography)
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=7/1844?category=1067703
38,"
[게임 속 IT] 던지고, 잡고, 꺼내고! <포켓몬스터 레츠고! 피카츄> 몬스터볼, 실제로도 가능할까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=7/1841?category=1067703
39,"
[반도체 특강] 웨이퍼를 담금질하다: 파괴를 복원하는 어닐링(Annealing)
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=7/1833?category=1067703
40,"
[게임 속 IT] <레드 데드 리뎀션2> 초능력 전투법 데드아이, 현실에서도 가능할까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=7/1825?category=1067703
41,"
[반도체 용어 상식] D램 구조의 이해
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=7/1820?category=1067703
42,"
[반도체 특강] 반도체 공정의 카운셀러, 플라즈마
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=8/1813?category=1067703
43,"
[궁금한 반도체 WHY] ""빠를 수록 생생하다!"" 그래픽 메모리의 데이터 전송 속도는 얼마나 빠를까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=8/1810?category=1067703
44,"
[반도체 특강] ALD, 원자를 이용해 박막을 만드는 방법
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=8/1793?category=1067703
45,"
[게임 속 IT] 도심 속 고층건물을 누비는 스파이더맨, 현실 가능성은?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=8/1784?category=1067703
46,"
[반도체 특강] PVD, 전자가 이동하는 도로를 만들다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=8/1780?category=1067703
47,"
[궁금한 반도체 WHY] 3D 낸드플래시, 높이 쌓을수록 좋은 걸까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=8/1776?category=1067703
48,"
[반도체 용어 상식] 3D 낸드플래시의 이해
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=9/1773?category=1067703
49,"
[반도체 특강] 이온-임플란테이션 방식을 이용한 소스와 드레인 단자 만들기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=9/1762?category=1067703
50,"
[반도체 용어 상식] HBM 주요 용어
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=9/1759?category=1067703
51,"
[게임 속 IT] '마리오 테니스 에이스' 속 비디오 판독 시스템, 호크아이에 숨은 기술
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=9/1757?category=1067703
52,"
[궁금한 반도체 WHY] 데이터의 저장 방식, 이진수의 이해
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=9/1747?category=1067703
53,"
[반도체 용어 상식] 주문방식에 따른 반도체 분류
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=9/1737?category=1067703
54,"
[반도체 특강] 확산 방식을 이용한 소스와 드레인 단자 만들기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=10/1736?category=1067703
55,"
[반도체 용어 상식] 사업형태 별 반도체 시장 분류
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=10/1725?category=1067703
56,"
[반도체 특강] 게이트 및 게이트 옥사이드층 만들기: 전류구동에서 전압구동으로
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=10/1724?category=1067703
57,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 마지막 회
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=10/1706?category=1067703
58,"
[게임 속 IT] '디트로이트: 비컴 휴먼' 속 안드로이드를 통해 본 미래의 인공지능
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=10/1705?category=1067703
59,"
하늘의 별과 땅의 보석 같은 SK하이닉스 반도체
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=10/1701?category=1067703
60,"
[반도체 특강] 소자분리막, 미세화 탈환을 위한 참호막(STI) 구축하기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=11/1700?category=1067703
61,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 25화 - 아라비안 나이트
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=11/1698?category=1067703
62,"
반도체 더 크게? 더 작게?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=11/1691?category=1067703
63,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 24화 - 푸른수염
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=11/1690?category=1067703
64,"
[반도체 특강] FET 게이트 단자의 변신
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=11/1680?category=1067703
65,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 23화 - 신데렐라
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=11/1677?category=1067703
66,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 22화 - 양치기 소년
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=12/1665?category=1067703
67,"
[반도체 특강] 게이트 옥사이드의 기능과 신뢰성
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=12/1657?category=1067703
68,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 20화 - 윌리엄 텔
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=12/1645?category=1067703
69,"
[게임 속 IT] 강하고 똑똑한, 그래서 더 매력적인 ‘드래곤볼 파이터즈’ 속 인조인간
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=12/1634?category=1067703
70,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 19화 - 파랑새
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=12/1631?category=1067703
71,"
[반도체 특강]산화막, 전자 이동을 막는 이상적인 절연막
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=12/1629?category=1067703
72,"
[반도체 ㅇㄱㄹㅇ] #Episode 11 VR(가상현실)
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=13/1625?category=1067703
73,"
영화 속 운명을 바꿔준 그 것(IT)
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=13/1622?category=1067703
74,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 18화 - 황금알을 낳는 암탉
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=13/1621?category=1067703
75,"
모래에서 온 실리콘, 웨이퍼 재료가 되기까지
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=13/1617?category=1067703
76,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 17화 - 크리스마스 캐롤
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=13/1616?category=1067703
77,"
반도체, 집순이의 겨울을 부탁해
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=13/1613?category=1067703
78,"
[반도체 ㅇㄱㄹㅇ] #Episode 10 전자기기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=14/1610?category=1067703
79,"
[반도체 특강] CMOS, 반도체 르네상스를 이끈 디바이스의 최강자
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=14/1603?category=1067703
80,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 16화 - 토끼와 거북이
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=14/1600?category=1067703
81,"
[반도체 ㅇㄱㄹㅇ] #Episode 09 지문인식
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=14/1595?category=1067703
82,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 15화 - 오즈의 마법사
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=14/1591?category=1067703
83,"
[게임 속 IT] SF영화 속 순간이동은 언제쯤 가능할까? 워프&양자통신
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=14/1589?category=1067703
84,"
반도체, 가을날의 독서를 부탁해
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=15/1588?category=1067703
85,"
낸드플래시 경쟁력 강화를 위한 선택, 컨트롤러&펌웨어 내재화
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=15/1584?category=1067703
86,"
[반도체 특강] CMOS가 정착할 신대륙, 웨이퍼의 종류와 특성
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=15/1583?category=1067703
87,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 14화 - 벌거벗은 임금님
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=15/1580?category=1067703
88,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 13화 - 고양이 목에 방울 달기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=15/1573?category=1067703
89,"
[반도체 특강] CMOSFET 출력특성, 이상적인 스위칭소자
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=15/1568?category=1067703
90,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 12화 - 라푼젤
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=16/1564?category=1067703
91,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 11화 - 마지막 잎새
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=16/1553?category=1067703
92,"
우주정거장이 모여서 큰 행성이 되었다고? <발레리안: 천 개 행성의 도시>로 본 미래
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=16/1550?category=1067703
93,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 10화 - 백설공주
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=16/1543?category=1067703
94,"
[반도체 특강] 낸드플래시 메모리의 원리
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=16/1534?category=1067703
95,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 9화 - 옹고집 전
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=16/1531?category=1067703
96,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 8화 - 해와 바람
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=17/1522?category=1067703
97,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 7화 - 알리바바와 40인의 도적
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=17/1514?category=1067703
98,"
반도체, 우리 가족의 여름휴가를 부탁해
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=17/1513?category=1067703
99,"
[반도체 특강] 문턱전압, MOSFET 동작의 첫 걸음
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=17/1511?category=1067703
100,"
[게임 속 IT] 철권 7의 인공위성 레이저, 과연 가능할까?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=17/1508?category=1067703
101,"
CPU가 아니라 모바일 AP라 불리는 이유?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=17/1507?category=1067703
102,"
현대물리학의 대명사 양자역학 :양자역학 100년사의 결정적 순간들!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=18/1498?category=1067703
103,"
[반도체 특강] 채널이 만들어 내는 반도체 동작특성, 드레인 전류의 변화
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=18/1489?category=1067703
104,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 4화 - 아기돼지 삼형제
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=18/1484?category=1067703
105,"
[반도체 특강] Channel, MOSFET라는 세상의 다리
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=18/1472?category=1067703
106,"
자동차 속 주목 받는 반도체 기술
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=18/1468?category=1067703
107,"
스마트폰 저장공간, 용량은 같아도 성능은 다르다? eMMC와 UFS!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=18/1463?category=1067703
108,"
[SK하이닉스 x 데몬제이] 동화 쏙 반도체 1화 - 성냥팔이 소녀
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=19/1460?category=1067703
109,"
손톱만 한 반도체에 담긴 추억 하나
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=19/1459?category=1067703
110,"
[게임 속 IT] 투명해지고 싶은 인간의 욕망 ‘클로킹’
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=19/1453?category=1067703
111,"
[반도체 특강] 공핍층, 연금술의 결정체
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=19/1452?category=1067703
112,"
영화 <미스 슬로운>에 숨겨진 반도체 이야기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=19/1450?category=1067703
113,"
[반도체 특강] 사막으로의 여행, 결핍영역 Depletion Layer
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=19/1430?category=1067703
114,"
스마트폰에서 반도체를 읽다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=20/1428?category=1067703
115,"
[반도체 특강] 20세기 최고의 발명품, 점접촉 트랜지스터
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=20/1419?category=1067703
116,"
스마트 저장 장치 플래시 메모리, 반도체가 혁신을 이끌다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=20/1411?category=1067703
117,"
[반도체 특강] MOSFET, 수평축으로 본 전자들의 여행
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=20/1403?category=1067703
118,"
가장 효율적인 빛! LED 반도체가 21세기의 빛을 만들어낸다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=20/1393?category=1067703
119,"
DRAM 산타의 크리스마스 선물 배달 일기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=20/1390?category=1067703
120,"
[반도체 특강] 수직축으로 본 전자들의 여행: MOSFET
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=21/1385?category=1067703
121,"
따끈따끈 NAND 붕어빵 만들기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=21/1384?category=1067703
122,"
MOSFET 속 물리 – 소자부터 n+의 터널 효과까지
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=21/1378?category=1067703
123,"
전자제품의 기본 MCU! 반도체는 우리집의 브레인이다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=21/1376?category=1067703
124,"
반도체 대중화의 숨은 영웅! 자랑스러운 한국인 강대원 박사
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=21/1375?category=1067703
125,"
[반도체 특강] 반도체 속의 전자 여행: 자유전자의 탄생
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=21/1370?category=1067703
126,"
반도체 어벤져스 : Age Of 2016 SEDEX
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=22/1366?category=1067703
127,"
진화하는 신용카드, 반도체가 편의와 보안을 책임진다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=22/1364?category=1067703
128,"
역사상 가장 풍요로운 음악 매체의 시대, 반도체가 음악을 담는다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=22/1345?category=1067703
129,"
우리의 삶을 윤택하게 만드는 반도체 제조 시장의 변화
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=22/1333?category=1067703
130,"
개인정보가 고스란히 녹아든 전자여권! 반도체는 여행의 동반자다
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=22/1329?category=1067703
131,"
정전기에서 또 다른 세계를 발견하다! 전자의 세계 속으로
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=22/1313?category=1067703
132,"
차세대 발광 소자, 퀀텀닷
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=23/1306?category=1067703
133,"
빛을 내는 반도체, LED 조명 이야기
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=23/1297?category=1067703
134,"
태양광에너지는 어떻게 만들어질까? 태양빛이 전기에너지가 되기까지!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=23/1291?category=1067703
135,"
자동차에도 반도체가 들어있다?
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=23/1271?category=1067703
136,"
차세대 반도체 소재, 실리콘카바이드(SiC)
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=23/1267?category=1067703
137,"
반도체의 산업, 변화의 바람이 분다. 무어의 법칙을 넘어서!
",https://news.skhynix.co.kr/category/Technology/%EB%B0%98%EB%8F%84%EC%B2%B4?page=23/1259?category=1067703
